# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* JOEDHDHP_02021      K06994  249.07  601.2  9.3e-181 putative drug exporter of the RND superfamily
* JOEDHDHP_02024      K22297  134.17  262.6   6.2e-79 Fur family transcriptional regulator, stress-responsive regulator
* JOEDHDHP_02025      K03782  509.23 1392.8         0 catalase-peroxidase [EC:1.11.1.21]
* JOEDHDHP_02026      K07302  236.23  258.6   1.4e-77 isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]
* JOEDHDHP_02027      K07303  602.90  635.1  5.2e-191 isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]
* JOEDHDHP_02029      K01425  116.50  414.4  2.8e-124 glutaminase [EC:3.5.1.2]
* JOEDHDHP_02030      K17218  243.90  372.4  1.1e-111 sulfide:quinone oxidoreductase [EC:1.8.5.4]
* JOEDHDHP_02037      K04063   54.60   90.5   3.7e-26 lipoyl-dependent peroxiredoxin [EC:1.11.1.28]
* JOEDHDHP_02038      K07058   40.67   74.7     2e-21 membrane protein
* JOEDHDHP_02048      K01046   49.10   59.1   1.2e-16 triacylglycerol lipase [EC:3.1.1.3]
* JOEDHDHP_02053      K04047   79.80  162.5   4.5e-48 starvation-inducible DNA-binding protein
* JOEDHDHP_02057      K03294  467.50  560.6    1e-168 basic amino acid/polyamine antiporter, APA family
* JOEDHDHP_02059      K25365  388.10  453.9    3e-136 guanidinobutyrase / D-arginase [EC:3.5.3.7 3.5.3.10]
* JOEDHDHP_02059      K01480  221.63  330.9   3.2e-99 agmatinase [EC:3.5.3.11]
* JOEDHDHP_02061      K01506  252.30  365.6  4.4e-110 5-aminopentanamidase [EC:3.5.1.30]
* JOEDHDHP_02062      K00468  599.90  898.4    5e-271 lysine 2-monooxygenase [EC:1.13.12.2]
* JOEDHDHP_02064      K09684  190.80  234.7   7.7e-70 PucR family transcriptional regulator, purine catabolism regulatory protein
* JOEDHDHP_02065      K07250  640.43  721.0    2e-217 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
* JOEDHDHP_02066      K00135  582.07  752.5  1.5e-226 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
* JOEDHDHP_02067      K00271  493.93  508.8  2.1e-153 valine dehydrogenase (NAD+) [EC:1.4.1.23]
* JOEDHDHP_02069      K00166  416.70  452.5  9.3e-136 2-oxoisovalerate dehydrogenase E1 component subunit alpha [EC:1.2.4.4]
* JOEDHDHP_02070      K00167  460.17  502.5  3.3e-151 2-oxoisovalerate dehydrogenase E1 component subunit beta [EC:1.2.4.4]
* JOEDHDHP_02071      K09699  432.77  533.3  1.5e-160 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
* JOEDHDHP_02072      K11381  522.63  873.5  9.2e-263 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]
* JOEDHDHP_02073      K18926  582.53  687.1  4.3e-207 MFS transporter, DHA2 family, lincomycin resistance protein
* JOEDHDHP_02075      K19746  229.60  526.3  2.7e-158 D-arginine dehydrogenase [EC:1.4.99.6]
* JOEDHDHP_02077      K09932   59.73  228.0   4.8e-68 uncharacterized protein
* JOEDHDHP_02078      K01104   62.07  111.8   9.8e-33 protein-tyrosine phosphatase [EC:3.1.3.48]
* JOEDHDHP_02079      K03564  156.03  161.0   1.3e-47 thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
* JOEDHDHP_02081      K00564  106.53  351.4  2.3e-105 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]
* JOEDHDHP_02086      K01697  458.63  648.4  6.1e-195 cystathionine beta-synthase [EC:4.2.1.22]
* JOEDHDHP_02087      K00252  513.90  653.3  1.8e-196 glutaryl-CoA dehydrogenase [EC:1.3.8.6]
* JOEDHDHP_02088      K01739  401.93  442.2    6e-133 cystathionine gamma-synthase [EC:2.5.1.48]
* JOEDHDHP_02089      K01776   89.77  217.8   6.2e-65 glutamate racemase [EC:5.1.1.3]
* JOEDHDHP_02091      K17067  563.73  791.8  3.6e-239 formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37]
* JOEDHDHP_02093      K07161  136.67  289.8     1e-86 uncharacterized protein
* JOEDHDHP_02099      K24694   34.23   51.6     5e-14 mycofactocin precursor peptide MftA
* JOEDHDHP_02100      K24695   35.50  133.8   6.4e-40 mycofactocin biosynthesis protein MftB
* JOEDHDHP_02101      K24696  362.17  683.6  2.6e-206 [mycofactocin precursor peptide]-tyrosine decarboxylase / 3-amino-5-[(4-hydroxyphenyl)methyl]-4,4-dimethylpyrrolidin-2-one synthase [EC:1.3.98.7 4.1.99.26]
* JOEDHDHP_02102      K24693  495.83  733.7  1.1e-221 pre-mycofactocin synthase [EC:1.4.3.26]
* JOEDHDHP_02103      K24693  495.83  690.0    2e-208 pre-mycofactocin synthase [EC:1.4.3.26]
* JOEDHDHP_02107      K16841  104.47  366.7  3.3e-110 allantoin racemase [EC:5.1.99.3]
* JOEDHDHP_02108      K03457  167.93  480.8  1.7e-144 nucleobase:cation symporter-1, NCS1 family
* JOEDHDHP_02110      K24697  216.50  341.9  5.6e-103 mycofactocin precursor peptide peptidase [EC:3.4.14.14]
* JOEDHDHP_02110      K01470   69.53  185.3   5.6e-55 creatinine amidohydrolase [EC:3.5.2.10]
* JOEDHDHP_02111      K24698  227.83  644.5  4.1e-194 mycofactocin glycosyltransferase
* JOEDHDHP_02115      K00138  760.07 1087.1         0 aldehyde dehydrogenase [EC:1.2.1.-]
* JOEDHDHP_02116      K09959   44.00  231.5   2.3e-69 uncharacterized protein
* JOEDHDHP_02118      K16238  284.83  677.1  4.2e-204 ethanolamine permease
* JOEDHDHP_02119      K03735  384.87  760.7  1.5e-229 ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]
* JOEDHDHP_02120      K03736  210.20  332.7  4.4e-100 ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]
* JOEDHDHP_02121      K00666  619.63  754.4  7.2e-227 fatty-acyl-CoA synthase [EC:6.2.1.-]
* JOEDHDHP_02122      K01907  538.93  863.5  4.9e-260 acetoacetyl-CoA synthetase [EC:6.2.1.16]
* JOEDHDHP_02123      K07107   73.83  110.1   4.8e-32 acyl-CoA thioester hydrolase [EC:3.1.2.-]
* JOEDHDHP_02126      K02484  329.20  332.2   2.2e-99 two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
* JOEDHDHP_02127      K02483  242.83  259.1   1.9e-77 two-component system, OmpR family, response regulator
* JOEDHDHP_02129      K00865   59.63  497.2  1.9e-149 glycerate 2-kinase [EC:2.7.1.165]
* JOEDHDHP_02135      K01046   49.10   57.1     5e-16 triacylglycerol lipase [EC:3.1.1.3]
* JOEDHDHP_02139      K01990  272.97  342.8  1.2e-102 ABC-2 type transport system ATP-binding protein
* JOEDHDHP_02139      K13464   33.13   59.3   8.1e-17 jasmonate ZIM domain-containing protein
* JOEDHDHP_02140      K24704  392.90  502.8    1e-151 alpha-N-dichloroacetyl-p-aminophenylserinol N-oxygenase [EC:1.14.99.67]
* JOEDHDHP_02141      K24002  228.63  367.3  2.1e-110 4-amino-4-deoxyprephenate dehydrogenase [EC:1.3.1.121]
* JOEDHDHP_02143      K02946   66.97  139.1     7e-41 small subunit ribosomal protein S10
* JOEDHDHP_02144      K02906  108.70  331.9   2.1e-99 large subunit ribosomal protein L3
* JOEDHDHP_02145      K02926   83.63  275.6   1.4e-82 large subunit ribosomal protein L4
* JOEDHDHP_02146      K02892   51.83   92.4   1.3e-26 large subunit ribosomal protein L23
* JOEDHDHP_02147      K02886  165.07  391.0  2.4e-117 large subunit ribosomal protein L2
* JOEDHDHP_02148      K02965  108.67  146.3   2.7e-43 small subunit ribosomal protein S19
* JOEDHDHP_02149      K02890   82.57  190.7   1.1e-56 large subunit ribosomal protein L22
* JOEDHDHP_02150      K02982  107.80  356.6  2.9e-107 small subunit ribosomal protein S3
* JOEDHDHP_02151      K02878   75.83  206.0   2.1e-61 large subunit ribosomal protein L16
* JOEDHDHP_02152      K02904   57.53   98.8   1.2e-28 large subunit ribosomal protein L29
* JOEDHDHP_02153      K02961   80.57  137.1   2.1e-40 small subunit ribosomal protein S17
* JOEDHDHP_02159      K02874   91.73  187.7   5.8e-56 large subunit ribosomal protein L14
* JOEDHDHP_02160      K02895   37.70  119.1   5.9e-35 large subunit ribosomal protein L24
* JOEDHDHP_02161      K02931  101.43  318.8   7.5e-96 large subunit ribosomal protein L5
* JOEDHDHP_02162      K02954   23.77   68.6   1.9e-19 small subunit ribosomal protein S14
* JOEDHDHP_02164      K01915   45.03  185.4     7e-55 glutamine synthetase [EC:6.3.1.2]
* JOEDHDHP_02170      K14956   27.17   42.5   1.9e-11 ESAT-6 family protein
* JOEDHDHP_02171      K14956   27.17   39.0   2.2e-10 ESAT-6 family protein
* JOEDHDHP_02172      K02994   76.53  196.1   2.3e-58 small subunit ribosomal protein S8
* JOEDHDHP_02173      K02933  112.00  256.0   1.4e-76 large subunit ribosomal protein L6
* JOEDHDHP_02174      K02881   42.93  137.2   1.7e-40 large subunit ribosomal protein L18
* JOEDHDHP_02175      K02988  128.53  243.3   1.6e-72 small subunit ribosomal protein S5
* JOEDHDHP_02176      K02907   40.57   73.1   8.1e-21 large subunit ribosomal protein L30
* JOEDHDHP_02177      K02876   48.03  182.4   4.2e-54 large subunit ribosomal protein L15
* JOEDHDHP_02178      K03076  275.70  595.8  2.4e-179 preprotein translocase subunit SecY
* JOEDHDHP_02179      K00939  181.50  209.2   3.1e-62 adenylate kinase [EC:2.7.4.3]
* JOEDHDHP_02180      K01265  137.57  281.7   2.9e-84 methionyl aminopeptidase [EC:3.4.11.18]
* JOEDHDHP_02182      K02518   36.43  153.9   6.7e-46 translation initiation factor IF-1
* JOEDHDHP_02183      K02919   21.73   60.8   6.6e-17 large subunit ribosomal protein L36
* JOEDHDHP_02184      K02952  114.93  188.3   4.7e-56 small subunit ribosomal protein S13
* JOEDHDHP_02185      K02948   96.43  193.9   1.4e-57 small subunit ribosomal protein S11
* JOEDHDHP_02186      K02986   65.17  191.6   8.4e-57 small subunit ribosomal protein S4
* JOEDHDHP_02187      K03040   96.20  434.7  9.9e-131 DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
* JOEDHDHP_02188      K02879   41.23  232.6   1.7e-69 large subunit ribosomal protein L17
* JOEDHDHP_02189      K06173  217.37  278.6   3.3e-83 tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
* JOEDHDHP_02191      K27088   24.13  332.7   1.8e-99 ESX secretion system protein EccE
* JOEDHDHP_02192      K27085  141.60  515.7  5.9e-155 ESX secretion system ATPase EccB
* JOEDHDHP_02193      K14743  280.07  515.9  6.7e-155 membrane-anchored mycosin MYCP [EC:3.4.21.-]
* JOEDHDHP_02194      K27087   48.57  328.8   1.9e-98 ESX secretion system protein EccD
* JOEDHDHP_02196      K27086 1001.77 1904.1         0 ESX secretion system protein EccC
* JOEDHDHP_02198      K14956   27.17   69.5   1.1e-19 ESAT-6 family protein
* JOEDHDHP_02199      K14956   27.17   48.9   2.1e-13 ESAT-6 family protein
* JOEDHDHP_02200      K06204   28.60   73.7   5.9e-21 RNA polymerase-binding transcription factor
* JOEDHDHP_02201      K02871   66.00  232.5   2.3e-69 large subunit ribosomal protein L13
* JOEDHDHP_02202      K02996  102.70  202.9   2.2e-60 small subunit ribosomal protein S9
* JOEDHDHP_02203      K03431  440.40  638.3  4.1e-192 phosphoglucosamine mutase [EC:5.4.2.10]
* JOEDHDHP_02209      K00820  182.07  822.6    1e-247 glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
* JOEDHDHP_02211      K23997  307.60  457.1  2.9e-137 ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6]
* JOEDHDHP_02212      K01775  115.53  487.2  1.6e-146 alanine racemase [EC:5.1.1.1]
* JOEDHDHP_02214      K06925   64.00  176.4   3.7e-52 tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
* JOEDHDHP_02215      K14742   84.27  204.7   7.6e-61 tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
* JOEDHDHP_02216      K03789  102.53  160.2   2.8e-47 [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
* JOEDHDHP_02217      K25706  413.80  520.3  1.6e-156 tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]
* JOEDHDHP_02219      K04078   30.30  146.4   2.6e-43 chaperonin GroES
* JOEDHDHP_02220      K04077  143.00  756.9  4.2e-228 chaperonin GroEL [EC:5.6.1.7]
* JOEDHDHP_02221      K18955   70.43  104.4   2.9e-30 WhiB family transcriptional regulator, redox-sensing transcriptional regulator
* JOEDHDHP_02223      K03088  101.03  121.4   1.6e-35 RNA polymerase sigma-70 factor, ECF subfamily
* JOEDHDHP_02226      K00088  363.50  690.8  7.6e-208 IMP dehydrogenase [EC:1.1.1.205]
* JOEDHDHP_02228      K03333  334.23  700.7  6.5e-211 cholesterol oxidase [EC:1.1.3.6]
* JOEDHDHP_02229      K01951  108.23  716.7    6e-216 GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
* JOEDHDHP_02234      K02338   57.10   91.3   2.1e-26 DNA polymerase III subunit beta [EC:2.7.7.7]
* JOEDHDHP_02239      K12132  232.80  281.2   3.2e-84 eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
* JOEDHDHP_02241      K14161  186.63  494.7  1.3e-148 protein ImuB
* JOEDHDHP_02246      K28138  546.97  922.6  4.2e-278 alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]
* JOEDHDHP_02247      K20470  783.90  907.1  4.2e-273 trehalose monomycolate/heme transporter
* JOEDHDHP_02247      K06994  249.07  568.6  6.7e-171 putative drug exporter of the RND superfamily
* JOEDHDHP_02248      K14162 1027.67 1525.2         0 error-prone DNA polymerase [EC:2.7.7.7]
* JOEDHDHP_02249      K07095   97.20  141.1   8.8e-42 uncharacterized protein
* JOEDHDHP_02257      K03216  112.00  236.8   7.3e-71 tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]
* JOEDHDHP_02259      K01491  417.80  462.8  5.8e-139 methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
* JOEDHDHP_02261      K00641   78.30  473.9  1.4e-142 homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]
* JOEDHDHP_02262      K01740  417.70  762.5  9.1e-230 O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
* JOEDHDHP_02264      K19577  438.43  537.5  1.4e-161 MFS transporter, DHA1 family, inner membrane transport protein
* JOEDHDHP_02265      K25286  275.37  310.9   6.8e-93 iron-siderophore transport system substrate-binding protein
* JOEDHDHP_02266      K02483  242.83  269.0   1.8e-80 two-component system, OmpR family, response regulator
* JOEDHDHP_02270      K03217  118.10  208.9     4e-62 YidC/Oxa1 family membrane protein insertase
* JOEDHDHP_02271      K01142  223.13  329.1   1.3e-98 exodeoxyribonuclease III [EC:3.1.11.2]
* JOEDHDHP_02272      K01867  144.30  447.5  2.3e-134 tryptophanyl-tRNA synthetase [EC:6.1.1.2]
* JOEDHDHP_02273      K07058   40.67  196.5   2.2e-58 membrane protein
* JOEDHDHP_02274      K07258  226.67  286.9     1e-85 serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]
* JOEDHDHP_02275      K02058  214.67  365.3  1.5e-109 simple sugar transport system substrate-binding protein
* JOEDHDHP_02276      K02057  329.23  391.7  1.5e-117 simple sugar transport system permease protein
* JOEDHDHP_02278      K00252  513.90  524.2    2e-157 glutaryl-CoA dehydrogenase [EC:1.3.8.6]
* JOEDHDHP_02280      K03335  127.57  309.0   1.5e-92 inosose dehydratase [EC:4.2.1.44]
* JOEDHDHP_02281      K00010  267.03  389.2  6.6e-117 myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
* JOEDHDHP_02285      K00240  163.13  337.0  3.1e-101 succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
* JOEDHDHP_02286      K00239  633.03  837.5  1.8e-252 succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
* JOEDHDHP_02287      K00242   60.67  148.4   6.1e-44 succinate dehydrogenase membrane anchor subunit
* JOEDHDHP_02288      K00241   55.47   80.9   3.1e-23 succinate dehydrogenase cytochrome b subunit
* JOEDHDHP_02289      K01489   35.00  163.9   1.4e-48 cytidine deaminase [EC:3.5.4.5]
* JOEDHDHP_02290      K00758  560.43  573.7  1.5e-172 thymidine phosphorylase [EC:2.4.2.4]
* JOEDHDHP_02292      K03718  153.47  243.5   5.2e-73 Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
* JOEDHDHP_02297      K01488  333.20  425.7  8.8e-128 adenosine deaminase [EC:3.5.4.4]
* JOEDHDHP_02302      K00761  213.27  283.4   5.9e-85 uracil phosphoribosyltransferase [EC:2.4.2.9]
* JOEDHDHP_02304      K01840  446.33  571.3  1.2e-171 phosphomannomutase [EC:5.4.2.8]
* JOEDHDHP_02305      K03783  157.33  319.4     1e-95 purine-nucleoside phosphorylase [EC:2.4.2.1]
* JOEDHDHP_02306      K07517  138.20  155.7     4e-46 Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]
* JOEDHDHP_02307      K26141  398.93  412.2  1.1e-123 Xaa-Arg dipeptidase [EC:3.4.13.4]
* JOEDHDHP_02311      K23842  507.53  748.3  9.4e-226 NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
* JOEDHDHP_02312      K05825  394.33  482.0  8.3e-145 2-aminoadipate transaminase [EC:2.6.1.-]
* JOEDHDHP_02313      K00111  155.40  606.8    2e-182 glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
* JOEDHDHP_02314      K05522  190.53  358.6  8.6e-108 endonuclease VIII [EC:3.2.2.- 4.2.99.18]
* JOEDHDHP_02315      K03724  279.17 2104.0         0 ATP-dependent helicase Lhr and Lhr-like helicase [EC:5.6.2.6 5.6.2.4]
* JOEDHDHP_02323      K07052   31.80   61.8   1.6e-17 CAAX protease family protein
* JOEDHDHP_02324      K03719  132.87  154.8   9.9e-46 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* JOEDHDHP_02325      K12528  934.20 1576.0         0 putative selenate reductase molybdopterin-binding subunit
* JOEDHDHP_02327      K09684  190.80  257.9   7.4e-77 PucR family transcriptional regulator, purine catabolism regulatory protein
* JOEDHDHP_02329      K00365  203.17  387.4  2.4e-116 urate oxidase [EC:1.7.3.3]
* JOEDHDHP_02330      K07127  127.17  164.3   1.1e-48 5-hydroxyisourate hydrolase [EC:3.5.2.17]
* JOEDHDHP_02331      K16840  140.53  215.7   2.3e-64 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
* JOEDHDHP_02332      K24206  593.23  744.6  2.5e-224 uric acid transporter
* JOEDHDHP_02333      K07141   98.83  120.3     3e-35 molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
* JOEDHDHP_02339      K01560  142.37  230.4   1.3e-68 2-haloacid dehalogenase [EC:3.8.1.2]
* JOEDHDHP_02341      K11263  760.90  961.9  4.1e-290 acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14]
* JOEDHDHP_02343      K02426  103.27  150.7   1.4e-44 cysteine desulfuration protein SufE
* JOEDHDHP_02344      K01011  192.20  272.0   2.4e-81 thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
* JOEDHDHP_02351      K06205  134.80  173.5   8.5e-52 MioC protein
* JOEDHDHP_02352      K06287  206.13  252.7   1.8e-75 nucleoside triphosphate pyrophosphatase [EC:3.6.1.-]
* JOEDHDHP_02353      K27095   36.80   66.9   5.2e-19 acyl-CoA carboxylase epsilon subunit
* JOEDHDHP_02354      K27094  868.53  971.1  3.5e-293 propionyl-CoA/long-chain acyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.3 6.4.1.- 2.1.3.15]
* JOEDHDHP_02355      K03524  153.83  243.7   8.9e-73 BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
* JOEDHDHP_02357      K02483  242.83  250.6   7.3e-75 two-component system, OmpR family, response regulator
* JOEDHDHP_02360      K01589  270.40  519.2  2.8e-156 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
* JOEDHDHP_02361      K01588  111.50  296.2   6.2e-89 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
* JOEDHDHP_02364      K27775  403.77  727.0  3.7e-219 cell wall biosynthesis protein
* JOEDHDHP_02365      K00067  301.77  351.3  1.8e-105 dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
* JOEDHDHP_02366      K16870  146.13  436.7  3.4e-131 N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]
* JOEDHDHP_02367      K00966  326.40  337.7  2.7e-101 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
* JOEDHDHP_02369      K24998  543.37  678.3  2.9e-204 dehydro coenzyme F420 reductase / coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:1.3.8.17 6.3.2.31 6.3.2.34]
* JOEDHDHP_02369      K12234  156.13  328.1   2.3e-98 coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]
* JOEDHDHP_02370      K11212  139.17  525.5  2.7e-158 LPPG:FO 2-phospho-L-lactate transferase [EC:2.7.8.28]
* JOEDHDHP_02371      K18955   70.43  155.0     1e-45 WhiB family transcriptional regulator, redox-sensing transcriptional regulator
* JOEDHDHP_02374      K01840  446.33  483.2  5.1e-145 phosphomannomutase [EC:5.4.2.8]
* JOEDHDHP_02376      K01809   35.03  425.5  9.8e-128 mannose-6-phosphate isomerase [EC:5.3.1.8]
* JOEDHDHP_02377      K03294  467.50  591.1    6e-178 basic amino acid/polyamine antiporter, APA family
* JOEDHDHP_02378      K00496  194.50  635.8  2.1e-191 alkane 1-monooxygenase [EC:1.14.15.3]
* JOEDHDHP_02379      K01251   59.00  763.7  5.1e-230 adenosylhomocysteinase [EC:3.13.2.1]
* JOEDHDHP_02380      K00943  100.07  144.7   1.5e-42 dTMP kinase [EC:2.7.4.9]
